person_age,person_income,person_employment_length,loan_grade,loan_amount,loan_interest_rate,loan_status,loan_to_income_ratio,cb_credit_history_length,person_income_log,loan_amount_log,loan_grade_numeric,credit_history_bins,person_home_ownership_other,person_home_ownership_own,person_home_ownership_rent,loan_purpose_education,loan_purpose_home-improvement,loan_purpose_medical,loan_purpose_personal,loan_purpose_venture,cb_person_default_on_file_Y
24,67000,2.0,B,25000,10.99,1,0.37,3,11.112462823634855,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,1,0
24,68000,5.0,D,25000,14.09,1,0.37,3,11.127277689932466,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,1,0,1
25,69000,9.0,D,25000,17.49,1,0.36,2,11.141876276228,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,1,0,0
25,200000,0.0,B,12000,11.48,0,0.06,3,12.206077645517674,9.39274525863144,2,"(0, 5]",0,0,0,1,0,0,0,0,0
26,188000,10.0,E_or_lower,20000,17.74,1,0.11,2,12.144202560946876,9.90353755128617,6,"(0, 5]",0,0,0,0,0,0,0,1,0
26,200000,4.0,C,3000,13.92,0,0.02,3,12.206077645517674,8.006700845440367,3,"(0, 5]",0,0,0,0,0,0,1,0,0
25,69996,9.0,D,25000,15.21,1,0.36,3,11.156207662970246,10.12667110305036,4,"(0, 5]",0,0,1,1,0,0,0,0,0
22,14400,2.0,B,4000,10.99,1,0.28,3,9.575052927597383,8.294299608857235,2,"(0, 5]",0,1,0,0,0,1,0,0,0
24,70000,3.0,B,25000,11.86,1,0.36,4,11.156264806643742,10.12667110305036,2,"(0, 5]",0,0,1,1,0,0,0,0,0
24,14400,5.0,A,6000,7.49,1,0.42,3,9.575052927597383,8.699681400989514,1,"(0, 5]",0,1,0,0,0,0,1,0,0
24,56100,7.0,D,25000,16.49,1,0.38,4,10.93490891666386,10.12667110305036,4,"(0, 5]",0,0,1,0,0,1,0,0,0
25,66000,9.0,D,25000,15.33,1,0.38,2,11.097425172408933,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,1,1
26,66000,3.0,B,25000,11.58,1,0.38,4,11.097425172408933,10.12667110305036,2,"(0, 5]",0,0,1,0,1,0,0,0,0
25,14400,7.0,A,5375,5.79,1,0.37,2,9.575052927597383,8.589699882202986,1,"(0, 5]",0,1,0,1,0,0,0,0,0
25,72612,9.0,C,25000,13.11,1,0.34,2,11.19289924814384,10.12667110305036,3,"(0, 5]",0,0,1,0,0,1,0,0,0
23,74000,3.0,B,25000,10.36,1,0.34,3,11.211833885608511,10.12667110305036,2,"(0, 5]",0,0,1,0,0,1,0,0,0
25,75000,9.0,B,25000,10.36,1,0.33,2,11.225256725762891,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,0,0
24,192000,0.0,C,22000,13.901,0,0.11,2,12.165255859329688,9.99884318585288,3,"(0, 5]",0,0,1,0,0,1,0,0,1
21,192000,17.0,A,20000,6.54,0,0.1,4,12.165255859329688,9.90353755128617,1,"(0, 5]",0,0,0,0,0,0,0,1,0
25,191000,1.0,B,10000,12.53,0,0.05,4,12.160033942617156,9.210440366976515,2,"(0, 5]",0,0,0,0,0,1,0,0,0
26,190300,5.0,A,15000,6.787399999999991,0,0.08,3,12.15636230813118,9.61587214452889,1,"(0, 5]",0,0,0,0,0,0,1,0,0
22,190000,3.0,C,10000,14.011399999999995,0,0.05,3,12.154784614286667,9.210440366976515,3,"(0, 5]",0,0,0,0,0,0,0,1,0
24,75000,4.0,B,25000,10.25,1,0.33,4,11.225256725762891,10.12667110305036,2,"(0, 5]",0,0,1,1,0,0,0,0,0
22,71000,1.0,D,25000,15.95,1,0.35,4,11.170449240431308,10.12667110305036,4,"(0, 5]",0,0,1,1,0,0,0,0,1
26,190000,3.0,B,20000,12.18,0,0.11,4,12.154784614286667,9.90353755128617,2,"(0, 5]",0,0,0,0,0,0,0,1,0
23,189996,0.0,B,24000,11.83,0,0.13,3,12.154763561544284,10.085850775128716,2,"(0, 5]",0,1,0,0,0,0,1,0,0
23,78000,7.0,C,25000,13.569199999999991,1,0.32,2,11.264476926102368,10.12667110305036,3,"(0, 5]",0,0,1,0,0,0,0,0,1
23,78000,1.0,B,25000,10.62,1,0.32,3,11.264476926102368,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,1,0
23,78504,7.0,B,25000,10.74,1,0.32,3,11.270917596009625,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,1,0
25,186000,9.0,B,10000,10.25,0,0.05,4,12.133507329024972,9.210440366976515,2,"(0, 5]",0,1,0,0,0,0,0,1,0
24,185000,4.0,B,29800,12.42,0,0.19,2,12.128116509451258,10.30229722897745,2,"(0, 5]",0,0,0,1,0,0,0,0,0
25,185000,6.0,C,15000,15.27,0,0.08,2,12.128116509451258,9.61587214452889,3,"(0, 5]",0,0,1,0,0,0,0,1,0
24,62050,8.0,D,25000,15.33,1,0.34,2,11.035711906538346,10.12667110305036,4,"(0, 5]",0,0,1,0,0,1,0,0,1
23,79416,7.0,D,25000,15.21,1,0.31,2,11.282467730111303,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,1,1
21,14400,4.0,C,6250,14.72,1,0.43,2,9.575052927597383,8.740496729931813,3,"(0, 5]",0,1,0,0,0,0,0,1,0
24,79631,8.0,D,25000,15.7,1,0.31,2,11.285171301098336,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,1,0,1
24,79632,0.0,C,25000,13.35,1,0.31,4,11.28518385878521,10.12667110305036,3,"(0, 5]",0,0,1,1,0,0,0,0,0
21,14400,0.0,C,1500,13.260999999999994,0,0.1,4,9.575052927597383,7.313886831633462,3,"(0, 5]",0,0,0,0,0,1,0,0,0
24,80000,6.0,A,25000,6.62,1,0.31,2,11.289794413577894,10.12667110305036,1,"(0, 5]",0,0,1,1,0,0,0,0,0
26,80000,5.0,C,25000,13.61,1,0.31,4,11.289794413577894,10.12667110305036,3,"(0, 5]",0,0,1,0,0,0,0,0,0
22,185000,4.0,B,25000,11.36,0,0.14,2,12.128116509451258,10.12667110305036,2,"(0, 5]",0,0,1,0,0,1,0,0,0
26,185000,10.0,A,5000,7.68,0,0.03,2,12.128116509451258,8.517393171418904,1,"(0, 5]",0,1,0,0,0,0,1,0,0
24,184992,7.0,D,22000,14.46,0,0.12,4,12.128073265506757,9.99884318585288,4,"(0, 5]",0,0,1,0,1,0,0,0,1
23,184000,5.0,B,2500,11.83,0,0.02,2,12.122696471358964,7.824445930877619,2,"(0, 5]",0,1,0,1,0,0,0,0,0
24,172000,6.0,C,20000,13.47,1,0.12,4,12.055255569732177,9.90353755128617,3,"(0, 5]",0,0,0,0,0,0,0,0,1
24,183000,2.0,B,20000,11.49,0,0.11,3,12.117246896289505,9.90353755128617,2,"(0, 5]",0,0,0,0,0,1,0,0,0
22,183000,3.0,A,1000,7.974500000000003,0,0.02,2,12.117246896289505,6.90875477931522,1,"(0, 5]",0,0,0,1,0,0,0,0,0
25,182952,9.0,A,15000,6.03,0,0.08,3,12.116984568235836,9.61587214452889,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,74004,7.0,E_or_lower,25000,16.35,1,0.34,4,11.211887937471287,10.12667110305036,6,"(0, 5]",0,0,1,0,0,0,0,0,0
26,74004,10.0,D,25000,15.452700000000002,1,0.34,4,11.211887937471287,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,0,1
25,81000,5.0,A,25000,7.29,1,0.31,3,11.302216779257382,10.12667110305036,1,"(0, 5]",0,0,1,0,0,0,0,0,0
23,81600,1.0,B,25000,11.36,1,0.31,3,11.309596795779068,10.12667110305036,2,"(0, 5]",0,0,1,0,0,1,0,0,0
24,82000,8.0,B,25000,10.25,0,0.3,2,11.31448672129398,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,1,0
24,83000,5.0,B,25000,11.12,0,0.3,3,11.326607934898927,10.12667110305036,2,"(0, 5]",0,0,1,1,0,0,0,0,0
24,83000,5.0,D,25000,12.92,0,0.3,3,11.326607934898927,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,1,0,1
24,180000,8.0,E_or_lower,18000,18.64,0,0.1,4,12.100717685412471,9.798182590890704,6,"(0, 5]",0,0,1,1,0,0,0,0,1
23,180000,8.0,A,28000,7.51,0,0.16,3,12.100717685412471,10.239995502805316,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,14400,2.0,E_or_lower,4000,16.7,1,0.28,2,9.575052927597383,8.294299608857235,6,"(0, 5]",0,1,0,0,1,0,0,0,0
22,14400,0.0,B,2100,11.14,0,0.15,4,9.575052927597383,7.650168700845001,2,"(0, 5]",0,1,0,0,0,0,1,0,0
22,84500,6.0,E_or_lower,25000,18.3,0,0.3,4,11.344518647594766,10.12667110305036,6,"(0, 5]",0,0,1,0,0,0,1,0,0
24,85000,5.0,B,25000,10.62,0,0.29,4,11.350418300109132,10.12667110305036,2,"(0, 5]",0,0,1,0,0,1,0,0,0
24,180000,7.0,B,14000,11.99,0,0.08,2,12.100717685412471,9.546884034617923,2,"(0, 5]",0,0,0,0,0,0,0,1,0
26,180000,2.0,B,12000,9.63,0,0.07,4,12.100717685412471,9.39274525863144,2,"(0, 5]",0,0,0,0,0,0,0,1,0
25,142800,9.0,E_or_lower,10000,18.25,1,0.06,4,11.869207331664224,9.210440366976515,6,"(0, 5]",0,0,0,0,0,1,0,0,0
23,14664,0.0,C,6000,12.878499999999999,1,0.41,4,9.593218981411551,8.699681400989514,3,"(0, 5]",0,0,0,0,0,0,0,0,0
24,87000,8.0,D,25000,14.84,0,0.29,3,11.373674891823535,10.12667110305036,4,"(0, 5]",0,0,1,0,1,0,0,0,0
24,75000,0.0,E_or_lower,25000,14.7,1,0.33,3,11.225256725762891,10.12667110305036,6,"(0, 5]",0,0,1,0,0,0,0,1,1
23,76000,7.0,D,25000,16.02,1,0.33,4,11.23850177707664,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,0,0
23,66215,1.0,D,25000,15.37,1,0.32,2,11.100677404565232,10.12667110305036,4,"(0, 5]",0,0,1,0,0,1,0,0,1
25,90000,9.0,B,25000,10.99,0,0.28,4,11.407576060361786,10.12667110305036,2,"(0, 5]",0,0,1,0,0,1,0,0,0
21,15000,0.0,A,6200,7.9,1,0.41,2,9.61587214452889,8.732465848349879,1,"(0, 5]",0,1,0,0,1,0,0,0,0
26,180000,2.0,B,25000,10.99,0,0.14,4,12.100717685412471,10.12667110305036,2,"(0, 5]",0,1,0,0,0,0,1,0,0
24,180000,8.0,B,21000,11.48,0,0.12,3,12.100717685412471,9.952325334619427,2,"(0, 5]",0,1,0,1,0,0,0,0,0
25,180000,9.0,C,20000,14.26,0,0.11,4,12.100717685412471,9.90353755128617,3,"(0, 5]",0,1,0,0,0,1,0,0,1
26,180000,0.0,A,10000,8.0,0,0.06,4,12.100717685412471,9.210440366976515,1,"(0, 5]",0,1,0,0,1,0,0,0,0
25,180000,3.0,B,9950,11.26,0,0.06,2,12.100717685412471,9.205428327615165,2,"(0, 5]",0,0,0,0,0,0,0,1,0
23,15000,7.0,B,4475,11.139700000000005,1,0.3,4,9.61587214452889,8.406485069431817,2,"(0, 5]",0,1,0,0,0,1,0,0,0
23,78000,2.0,D,25000,16.32,1,0.32,3,11.264476926102368,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,1,1
25,66300,3.0,E_or_lower,25000,17.93,1,0.32,4,11.101960259016469,10.12667110305036,6,"(0, 5]",0,0,1,0,0,1,0,0,1
23,90000,0.0,B,25000,11.36,0,0.28,3,11.407576060361786,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,0,0
24,79000,9.0,D,25000,14.96,1,0.32,4,11.277215789596893,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,0,1
24,91800,4.0,C,25000,13.43,0,0.27,3,11.42737846979544,10.12667110305036,3,"(0, 5]",0,0,1,0,0,0,1,0,1
25,92000,6.0,B,25000,12.69,0,0.27,3,11.429554725537322,10.12667110305036,2,"(0, 5]",0,0,1,0,1,0,0,0,0
24,92000,1.0,C,25000,12.73,0,0.27,4,11.429554725537322,10.12667110305036,3,"(0, 5]",0,0,1,0,0,0,0,1,1
23,93600,3.0,D,25000,15.21,0,0.27,4,11.446796346169297,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,1,0
23,15000,1.0,C,1750,12.68,0,0.12,3,9.61587214452889,7.467942332285852,3,"(0, 5]",0,0,0,0,0,1,0,0,1
23,70550,3.0,E_or_lower,25000,19.04,1,0.3,4,11.16409113152494,10.12667110305036,6,"(0, 5]",0,0,1,0,0,1,0,0,1
25,83800,2.0,D,25000,15.95,1,0.3,3,11.3362002195732,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,0,1
26,175000,3.0,A,2600,8.9,0,0.02,4,12.07254696717504,7.8636512654486515,1,"(0, 5]",0,0,0,0,0,0,0,1,0
25,175000,10.0,A,8000,7.9,0,0.05,2,12.07254696717504,8.987321812850125,1,"(0, 5]",0,0,0,0,1,0,0,0,0
22,175000,6.0,B,18000,11.175200000000002,0,0.1,2,12.07254696717504,9.798182590890704,2,"(0, 5]",0,0,0,1,0,0,0,0,0
23,175000,8.0,B,21000,11.99,0,0.12,3,12.07254696717504,9.952325334619427,2,"(0, 5]",0,0,0,0,0,0,1,0,0
23,15000,4.0,C,4000,13.98,1,0.27,4,9.61587214452889,8.294299608857235,3,"(0, 5]",0,1,0,0,0,0,0,0,0
23,15000,4.0,B,4600,10.99,1,0.31,2,9.61587214452889,8.434028950155469,2,"(0, 5]",0,1,0,0,0,0,0,1,0
22,88000,6.0,D,25000,15.58,1,0.28,2,11.38510345703214,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,0,1
25,74800,2.0,B,25000,10.99,1,0.28,2,11.222586532857164,10.12667110305036,2,"(0, 5]",0,0,1,0,0,1,0,0,0
25,88000,0.0,D,25000,14.96,1,0.28,4,11.38510345703214,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,1,0
25,15000,2.0,D,1750,15.31,0,0.12,4,9.61587214452889,7.467942332285852,4,"(0, 5]",0,1,0,0,1,0,0,0,1
26,88000,2.0,D,25000,15.65,1,0.28,3,11.38510345703214,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,1,0
25,100000,1.0,B,25000,9.33,0,0.25,4,11.51293546492023,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,1,0
23,15000,0.0,C,3600,13.47,1,0.24,4,9.61587214452889,8.188966863648876,3,"(0, 5]",0,0,0,0,0,0,1,0,0
24,102400,8.0,B,25000,10.36,0,0.24,3,11.53665175716486,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,1,0,0
24,92000,1.0,E_or_lower,25000,16.77,1,0.27,4,11.429554725537322,10.12667110305036,6,"(0, 5]",0,0,1,0,1,0,0,0,1
23,93000,0.0,D,25000,14.59,1,0.27,2,11.440365524765756,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,0,1
22,175000,6.0,C,3500,11.91,0,0.02,2,12.07254696717504,8.160803920954665,3,"(0, 5]",0,0,1,0,0,0,0,1,1
23,175000,3.0,A,7200,8.38,0,0.04,3,12.07254696717504,8.881975184248867,1,"(0, 5]",0,0,0,1,0,0,0,0,0
25,174708,9.0,B,9000,10.59,0,0.05,3,12.07087701168129,9.105090961257083,2,"(0, 5]",0,0,1,0,0,0,0,1,0
25,174000,2.0,C,8800,14.27,0,0.05,3,12.066816325306588,9.082620630373812,3,"(0, 5]",0,0,0,0,0,0,0,0,0
26,174000,8.0,B,12000,12.53,0,0.07,4,12.066816325306588,9.39274525863144,2,"(0, 5]",0,0,1,0,0,0,0,0,0
25,162000,5.0,E_or_lower,25000,16.0,1,0.15,3,11.995357787034976,10.12667110305036,6,"(0, 5]",0,0,0,0,0,0,0,0,1
26,173467,10.0,B,10000,11.71,0,0.06,4,12.063748423317918,9.210440366976515,2,"(0, 5]",0,0,0,0,0,0,0,1,0
21,15000,0.0,C,3175,11.54,1,0.21,3,9.61587214452889,8.063377822367027,3,"(0, 5]",0,1,0,0,1,0,0,0,1
25,96000,2.0,E_or_lower,25000,15.68,1,0.26,4,11.472113887062386,10.12667110305036,6,"(0, 5]",0,0,1,0,1,0,0,0,1
21,15120,0.0,B,1500,10.59,0,0.1,2,9.623839785112668,7.313886831633462,2,"(0, 5]",0,0,0,1,0,0,0,0,0
24,97908,8.0,D,25000,12.61,1,0.26,2,11.491793754834616,10.12667110305036,4,"(0, 5]",0,0,1,0,1,0,0,0,1
26,110000,3.0,C,25000,13.072199999999993,0,0.23,2,11.60824473564232,10.12667110305036,3,"(0, 5]",0,0,1,0,0,0,1,0,1
23,15204,7.0,A,2800,8.49,1,0.18,3,9.629379600111465,7.937731775260109,1,"(0, 5]",0,0,0,0,0,0,1,0,0
25,159600,0.0,D,29800,17.27,1,0.19,4,11.980432229642377,10.30229722897745,4,"(0, 5]",0,0,1,0,0,0,1,0,1
24,171500,6.0,A,18000,8.9,0,0.1,4,12.052344376474922,9.798182590890704,1,"(0, 5]",0,0,1,0,0,0,0,0,0
25,170004,3.0,B,10000,11.11,0,0.06,4,12.043583127364586,9.210440366976515,2,"(0, 5]",0,0,0,0,0,1,0,0,0
24,158004,0.0,D,25000,14.59,1,0.16,2,11.970381957078011,10.12667110305036,4,"(0, 5]",0,0,1,0,1,0,0,0,1
26,170000,0.0,B,13000,12.42,0,0.08,3,12.04355959836804,9.472781556562168,2,"(0, 5]",0,0,1,0,0,0,0,1,0
24,83300,0.0,D,25000,15.133399999999993,1,0.26,2,11.330215832884798,10.12667110305036,4,"(0, 5]",0,0,1,0,0,1,0,0,0
24,110000,7.0,D,25000,15.7,0,0.23,2,11.60824473564232,10.12667110305036,4,"(0, 5]",0,0,1,0,1,0,0,0,1
22,15360,7.0,B,2500,12.53,1,0.16,3,9.639587108749144,7.824445930877619,2,"(0, 5]",0,1,0,0,1,0,0,0,0
25,134300,3.0,D,5000,16.49,1,0.03,2,11.807838828499987,8.517393171418904,4,"(0, 5]",0,0,1,0,0,1,0,0,0
25,170000,2.0,A,20000,7.49,0,0.12,2,12.04355959836804,9.90353755128617,1,"(0, 5]",0,0,0,1,0,0,0,0,0
22,100580,6.0,D,25000,14.96,1,0.25,2,11.51871865201099,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,0,0,1
25,113000,7.0,C,25000,12.73,0,0.22,4,11.635151947212842,10.12667110305036,3,"(0, 5]",0,0,1,0,0,1,0,0,1
24,120000,8.0,B,25000,10.65,0,0.21,4,11.695255355062796,10.12667110305036,2,"(0, 5]",0,0,1,1,0,0,0,0,0
25,120000,6.0,B,25000,10.74,0,0.21,2,11.695255355062796,10.12667110305036,2,"(0, 5]",0,0,1,0,0,1,0,0,0
23,120000,7.0,B,25000,9.99,0,0.21,2,11.695255355062796,10.12667110305036,2,"(0, 5]",0,0,1,1,0,0,0,0,0
24,91800,5.0,D,25000,15.33,1,0.23,2,11.42737846979544,10.12667110305036,4,"(0, 5]",0,0,1,0,0,1,0,0,1
21,15600,5.0,A,1000,7.29,0,0.06,4,9.65509029374725,6.90875477931522,1,"(0, 5]",0,1,0,0,0,0,0,1,0
26,108000,2.0,D,25000,15.05,1,0.23,3,11.58989576532275,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,1,0,0
26,129996,6.0,B,25000,10.75,0,0.19,3,11.775266652248366,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,1,0,0
23,130000,4.0,D,25000,16.02,0,0.19,2,11.775297421715829,10.12667110305036,4,"(0, 5]",0,0,1,1,0,0,0,0,1
23,130000,7.0,B,25000,11.49,0,0.19,4,11.775297421715829,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,1,0
25,170000,4.0,B,20000,12.53,0,0.12,4,12.04355959836804,9.90353755128617,2,"(0, 5]",0,1,0,1,0,0,0,0,0
26,170000,0.0,C,12000,13.57,0,0.07,2,12.04355959836804,9.39274525863144,3,"(0, 5]",0,0,0,0,0,0,0,1,1
22,169000,1.0,B,14000,11.14,0,0.08,3,12.037659911047468,9.546884034617923,2,"(0, 5]",0,0,1,0,0,0,1,0,0
26,168750,10.0,C,24250,12.87,0,0.14,3,12.036179534643145,10.096213132628804,3,"(0, 5]",0,0,1,0,0,1,0,0,1
23,168600,3.0,B,20000,11.58,0,0.12,3,12.035290255730404,9.90353755128617,2,"(0, 5]",0,0,1,1,0,0,0,0,0
24,168288,5.0,B,1800,11.12,0,0.02,3,12.03343801856575,7.496097345175956,2,"(0, 5]",0,0,1,0,1,0,0,0,0
25,168000,2.0,B,29800,10.65,0,0.21,2,12.031725210748633,10.30229722897745,2,"(0, 5]",0,0,0,0,0,0,1,0,0
24,133300,6.0,B,25000,10.37,0,0.19,2,11.80036500801413,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,0,0
24,15600,5.0,A,3300,6.39,1,0.21,4,9.65509029374725,8.101980731853192,1,"(0, 5]",0,1,0,0,1,0,0,0,0
24,134000,8.0,D,25000,16.07,0,0.19,3,11.80560254159177,10.12667110305036,4,"(0, 5]",0,0,1,0,0,0,1,0,1
25,134000,7.0,B,25000,10.62,0,0.19,2,11.80560254159177,10.12667110305036,2,"(0, 5]",0,0,1,0,0,1,0,0,0
25,15600,0.0,E_or_lower,3200,18.09,1,0.21,2,9.65509029374725,8.071218539969863,6,"(0, 5]",0,1,0,0,0,0,0,1,0
25,135000,5.0,B,25000,11.36,0,0.19,4,11.81303746480054,10.12667110305036,2,"(0, 5]",0,0,1,1,0,0,0,0,0
26,135660,10.0,B,25000,12.53,0,0.18,4,11.817914405842505,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,0,0
25,145000,0.0,B,25000,9.99,0,0.17,4,11.884495917930655,10.12667110305036,2,"(0, 5]",0,0,1,1,0,0,0,0,0
23,150000,4.0,B,25000,10.36,0,0.17,3,11.918397239722838,10.12667110305036,2,"(0, 5]",0,0,1,1,0,0,0,0,0
23,165000,3.0,A,9600,5.99,0,0.06,3,12.013706813470414,9.169622538697624,1,"(0, 5]",0,0,0,1,0,0,0,0,0
22,153000,5.0,D,24000,15.62,1,0.16,2,11.938199736300923,10.085850775128716,4,"(0, 5]",0,0,0,0,0,0,0,0,1
24,165000,5.0,B,20000,10.37,0,0.12,4,12.013706813470414,9.90353755128617,2,"(0, 5]",0,0,0,0,0,0,1,0,0
25,165000,0.0,E_or_lower,25000,19.74,0,0.15,4,12.013706813470414,10.12667110305036,6,"(0, 5]",0,0,0,0,1,0,0,0,0
21,165000,5.0,A,20000,6.91,0,0.12,4,12.013706813470414,9.90353755128617,1,"(0, 5]",0,0,0,1,0,0,0,0,0
23,16000,7.0,A,6000,7.9,1,0.38,2,9.680406499268877,8.699681400989514,1,"(0, 5]",0,1,0,0,0,1,0,0,0
23,16000,3.0,C,2275,13.06,0,0.14,4,9.680406499268877,7.730174795246222,3,"(0, 5]",0,0,0,0,0,0,0,0,1
23,16000,7.0,A,2000,6.39,0,0.13,3,9.680406499268877,7.601402334583733,1,"(0, 5]",0,1,0,0,0,0,1,0,0
23,148000,1.0,E_or_lower,25000,14.93,1,0.17,3,11.904974309480185,10.12667110305036,6,"(0, 5]",0,0,1,0,0,0,0,0,0
23,16000,1.0,C,5600,12.84,1,0.35,4,9.680406499268877,8.630700432209832,3,"(0, 5]",0,0,0,0,0,1,0,0,0
24,16020,3.0,E_or_lower,3625,17.14,1,0.23,2,9.681655640646714,8.195885391314796,6,"(0, 5]",0,1,0,0,0,0,0,1,1
22,16094,2.0,A,5500,7.14,1,0.34,3,9.686263943732907,8.612685172875459,1,"(0, 5]",0,0,0,0,0,0,0,1,0
25,175000,2.0,A,25000,8.9,0,0.14,2,12.07254696717504,10.12667110305036,1,"(0, 5]",0,0,1,0,0,0,1,0,0
22,16200,6.0,B,2000,12.42,0,0.12,3,9.692828247710418,7.601402334583733,2,"(0, 5]",0,1,0,0,0,0,1,0,0
24,185000,7.0,C,25000,12.68,0,0.14,2,12.128116509451258,10.12667110305036,3,"(0, 5]",0,0,1,0,1,0,0,0,1
25,162000,9.0,C,25000,11.03,0,0.15,2,11.995357787034976,10.12667110305036,3,"(0, 5]",0,0,1,0,0,0,1,0,0
26,161000,10.0,A,29800,7.9,0,0.19,4,11.989165855127435,10.30229722897745,1,"(0, 5]",0,0,1,0,0,0,0,1,0
22,160000,0.0,B,29800,10.65,0,0.22,4,11.982935344196433,10.30229722897745,2,"(0, 5]",0,0,0,0,0,1,0,0,0
25,225000,5.0,B,25000,11.86,0,0.11,4,12.323860125621126,10.12667110305036,2,"(0, 5]",0,0,1,0,0,0,0,1,0
25,16400,1.0,A,5000,8.94,1,0.3,4,9.70509758756311,8.517393171418904,1,"(0, 5]",0,1,0,0,0,0,1,0,0
23,16500,6.0,B,4375,9.63,1,0.27,4,9.711176264112805,8.383890344101816,2,"(0, 5]",0,1,0,0,0,0,0,1,0
25,49500,6.0,C,24750,14.22,1,0.5,3,10.809748150372926,10.11662117122102,3,"(0, 5]",0,0,1,0,0,0,1,0,0
23,60000,4.0,B,24750,9.33,1,0.41,3,11.002116507732016,10.11662117122102,2,"(0, 5]",0,0,1,0,0,0,0,0,0
24,84200,8.0,C,24500,13.85,0,0.29,4,11.340962076644454,10.106469212026385,3,"(0, 5]",0,0,1,0,0,1,0,0,0
22,16800,5.0,B,2000,10.65,0,0.12,2,9.729193687429404,7.601402334583733,2,"(0, 5]",0,0,0,1,0,0,0,0,0
24,92000,8.0,B,24500,11.46,0,0.27,4,11.429554725537322,10.106469212026385,2,"(0, 5]",0,0,1,0,0,1,0,0,0
23,160000,5.0,A,29800,7.66,0,0.22,2,11.982935344196433,10.30229722897745,1,"(0, 5]",0,0,0,0,0,0,1,0,0
24,160000,9.0,E_or_lower,12000,16.77,0,0.07,4,11.982935344196433,9.39274525863144,6,"(0, 5]",0,0,0,0,0,0,0,1,0
25,160000,1.0,B,12000,9.63,0,0.07,4,11.982935344196433,9.39274525863144,2,"(0, 5]",0,0,0,0,0,0,1,0,0
26,160000,6.0,C,25000,12.23,0,0.16,4,11.982935344196433,10.12667110305036,3,"(0, 5]",0,0,1,0,0,0,1,0,1
25,125800,0.0,D,10000,14.09,1,0.07,4,11.74245657234248,9.210440366976515,4,"(0, 5]",0,0,0,0,0,1,0,0,0
25,54000,2.0,C,24250,13.98,1,0.45,4,10.896757843893464,10.096213132628804,3,"(0, 5]",0,0,1,0,0,0,1,0,0
23,62500,1.0,B,24250,10.62,1,0.39,4,11.042937835596494,10.096213132628804,2,"(0, 5]",0,0,1,1,0,0,0,0,0
24,16800,4.0,A,3900,7.066599999999995,1,0.23,3,9.729193687429404,8.268988209506656,1,"(0, 5]",0,0,0,0,0,0,0,0,0
25,68400,9.0,E_or_lower,24250,17.56,1,0.35,4,11.133142723386811,10.096213132628804,6,"(0, 5]",0,0,1,0,0,0,1,0,0
26,56045,1.0,D,24250,14.96,1,0.37,2,10.933928061100904,10.096213132628804,4,"(0, 5]",0,0,1,0,0,1,0,0,0
22,74000,7.0,D,24250,15.65,1,0.33,2,11.211833885608511,10.096213132628804,4,"(0, 5]",0,0,1,0,0,0,0,0,1
24,65453,9.0,D,24250,15.7,1,0.31,2,11.089102884825811,10.096213132628804,4,"(0, 5]",0,0,1,0,0,1,0,0,0
24,89908,1.0,B,24250,12.53,0,0.27,3,11.40655332668362,10.096213132628804,2,"(0, 5]",0,0,1,0,0,0,0,1,0
26,78000,0.0,E_or_lower,24250,17.56,1,0.31,3,11.264476926102368,10.096213132628804,6,"(0, 5]",0,0,1,0,1,0,0,0,1
23,100000,0.0,C,24250,12.87,0,0.24,2,11.51293546492023,10.096213132628804,3,"(0, 5]",0,0,1,0,0,0,1,0,1
